Date;Field;Treatment;Repeats;Root_weight;Observations
2025-06-30;4;FE;2;1,8;
2025-06-30;4;FE;3;2,11;
2025-06-30;4;FE;4;1,18;
2025-06-30;4;FE;5;0,66;
2025-06-30;4;FE;6;0,73;
2025-06-30;4;FE;7;0,59;
2025-06-30;4;FE;8;0,47;
2025-06-30;4;FE;9;1,41;
2025-06-30;4;FE;10;0,43;
2025-06-30;4;FE;11;0,97;
2025-06-30;4;FE;12;1,08;
2025-06-30;4;FE;13;1,66;
2025-06-30;4;FE;14;0,88;
2025-06-30;4;FE;15;0,77;
2025-06-30;4;FE;16;1,09;
2025-06-30;4;FE;17;0,75;
2025-06-30;4;FE;18;0,66;
2025-06-30;4;FE;19;1,86;
2025-06-30;5;BE;1;0,54;
2025-06-30;5;BE;2;0,25;
2025-06-30;5;BE;3;0,92;
2025-06-30;5;BE;4;1,29;
2025-06-30;5;BE;5;0,59;
2025-06-30;5;BE;6;1,2;
2025-06-30;5;BE;7;0,65;
2025-06-30;5;BE;8;1,09;
2025-06-30;5;BE;9;0,43;
2025-06-30;5;BE;10;0,9;
2025-06-30;5;BE;11;1,02;
2025-06-30;5;BE;12;0,92;
2025-06-30;5;BE;13;0,85;
2025-06-30;5;BE;14;2,3;
2025-06-30;5;BE;15;0,53;
2025-06-30;5;BE;16;1,66;
2025-06-30;5;BE;17;0,98;
2025-06-30;5;BE;18;0,63;
2025-06-30;5;BE;19;1,88;
2025-06-30;5;BE;20;0,79;
2025-06-30;5;BE;21;0,75;
2025-06-30;5;BE;22;1,46;
2025-06-30;5;BE;23;1,82;
2025-06-30;5;BE;24;0,62;
2025-06-30;5;BE;25;0,62;
2025-06-30;5;FC;1;0,25;
2025-06-30;5;FC;2;0,47;
2025-06-30;5;FC;3;0,39;
2025-06-30;5;FC;4;0,66;
2025-06-30;5;FC;5;0,5;
2025-06-30;5;FC;6;0,41;
2025-06-30;5;FC;7;0,51;
2025-06-30;5;FC;8;0,99;
2025-06-30;5;FC;9;0,77;
2025-06-30;5;FC;10;0,49;
2025-06-30;5;FC;11;0,47;
2025-06-30;5;FC;12;0,37;
2025-06-30;5;FC;13;0,41;
2025-06-30;5;FC;14;0,19;
2025-06-30;5;FC;15;0,31;
2025-06-30;5;FC;16;0,53;
2025-06-30;5;FC;17;0,87;
2025-06-30;5;FC;18;0,86;
2025-06-30;5;FC;19;0,76;
2025-06-30;5;FC;20;1,29;
2025-06-30;5;FC;21;2,07;
2025-06-30;5;FC;22;0,44;
2025-06-30;5;FC;23;0,97;
2025-06-30;5;FC;24;0,2;
2025-06-30;5;FC;25;0,25;
2025-06-30;5;FC;26;0,54;
2025-06-30;5;FC;27;1,14;
2025-06-30;5;FC;28;0,41;
2025-06-30;5;FC;29;0,47;
2025-06-30;5;FC;30;0,68;
2025-06-30;5;FC;31;0,35;
2025-06-30;5;FC;32;0,47;
2025-06-30;5;FC;33;0,72;
2025-06-30;5;FC;34;1,04;
2025-06-30;5;FC;35;0,74;
2025-06-30;5;FC;36;0,48;
2025-06-30;5;FE;1;0,71;
2025-06-30;5;FE;2;1,12;
2025-06-30;5;FE;3;0,7;
2025-06-30;5;FE;4;0,42;
2025-06-30;5;FE;5;0,64;
2025-06-30;5;FE;6;1,28;
2025-06-30;5;FE;7;0,53;
2025-06-30;5;FE;8;0,76;
2025-06-30;5;FE;9;1,5;
2025-06-30;5;FE;10;1,07;
2025-06-30;5;FE;11;0,65;
2025-06-30;5;FE;12;0,66;
2025-06-30;5;FE;13;0,2;
2025-06-30;5;FE;14;0,27;
2025-06-30;5;FE;15;0,47;
2025-06-30;5;FE;16;0,22;
2025-06-30;5;FE;17;0,48;
2025-06-30;5;FE;18;2,52;
2025-06-30;5;FE;19;0,73;
2025-06-30;5;FE;20;0,36;
2025-06-30;5;FE;21;0,23;
2025-06-30;5;FO;1;0,27;
2025-06-30;5;FO;2;0,42;
2025-06-30;5;FO;3;0,68;
2025-06-30;5;FO;4;0,26;
2025-06-30;5;FO;5;0,37;
2025-06-30;5;FO;6;1,02;
2025-06-30;5;FO;7;0,63;
2025-06-30;5;FO;8;0,29;
2025-06-30;5;FO;9;0,71;
2025-06-30;5;FO;10;0,6;
2025-06-30;5;FO;11;0,99;
2025-06-30;5;FO;12;0,16;
2025-06-30;5;FO;13;0,47;
2025-06-30;5;FO;14;0,54;
2025-06-30;5;FO;15;0,3;
2025-06-30;5;FO;16;0,62;
2025-06-30;5;FO;17;0,68;
2025-06-30;5;FO;18;0,47;
2025-06-30;5;FO;19;1,3;
2025-06-30;5;FO;20;0,27;
2025-06-30;5;FO;21;0,6;
2025-06-30;5;FO;22;0,83;
2025-06-30;5;FO;23;0,85;
2025-06-30;5;FO;24;0,89;
2025-06-30;5;FO;25;0,57;
2025-06-30;5;FO;26;0,42;
